"name","iso","country","entity_type","region","area","area_units","gdp","initiatives_committed","num_commit","lat","lng","population","population_year","state"
"Dessel","BEL","Belgium","City","Europe",27.03,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,51.2395713,5.113243,9231,NA,"Antwerp Province"
"Desulo","ITA","Italy","City","Europe",74.5,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,40.0112658,9.2287624,2478,NA,"Sardinia"
"Detroit, MI","USA","United States of America","City","North America",370.0836711,"km2",NA,"WeAreStillIn2019;ClimateMayors;WeAreStillIn2019;CDPCities2018;NAZCA",4,42.33138889,-83.04583333,673104,2010,"Michigan"
"Deva","ROU","Romania","City","Europe",NA,"",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,45.866257,22.914374,69000,NA,"Hunedoara"
"Dhaka","BGD","Bangladesh","City","South Asia",5597.408688,"km2",NA,"C40Cities2019;CDPCities2018",2,23.71611111,90.39611111,8906039,NA,"Dhaka"
"Dhaka South","BGD","Bangladesh","City","South Asia",NA,"",NA,"GlobalCovenantofMayors2019;NAZCA",2,23.810332,90.412518,3130000,NA,"Dhaka"
"Diadema","BRA","Brazil","City","Latin America and Caribbean",31,"km2",NA,"Carbonn2019;GlobalCovenantofMayors2019;NAZCA",3,-23.68611111,-46.61055556,406718,2015,"São Paulo State"
"Diano Arentino","ITA","Italy","City","Europe",8.33,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,43.949625,8.04155,682,NA,"Liguria"
"Diano Castello","ITA","Italy","City","Europe",6.11,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,43.917924,8.072751,2216,NA,"Liguria"
"Diepenbeek","BEL","Belgium","City","Europe",41.19,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,50.9,5.4,18208,NA,"Limburg"
"Dieppe Maritime","FRA","France","City","Europe",129,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,49.92222222,1.078611111,54465,2014,"Normandy"
"Diest","BEL","Belgium","City","Europe",58.2,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,50.98333333,5.05,23204,NA,"Flemish Brabant"
"Dijon","FRA","France","City","Europe",NA,"",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,47.31666667,5.016666667,152000,NA,"Bourgogne-Franche-Comté"
"Dilbeek","BEL","Belgium","City","Europe",41.18,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,50.85,4.266666667,41005,NA,"Flemish Brabant"
"Dilijan","ARM","Armenia","City","Eastern Europe and Central Asia",13,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,40.7397073,44.8661482,17700,NA,"Tavush"
"Dilsen-Stokkem","BEL","Belgium","City","Europe",65.61,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,51.03333333,5.733333333,19663,NA,"Limburg"
"Dimaro","ITA","Italy","City","Europe",27.77,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,46.326208,10.870769,1307,NA,"Trento"
"Dimitrovgrad","BGR","Bulgaria","City","Europe",62.436,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,42.0582493,25.5916466,61564,2011,"Haskovo"
"Dimos Mantoydioy-Agias Annas-Limnhs","GRC","Greece","City","Europe",584.78,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,38.766667,23.316667,12045,NA,""
"Dimos Mylopotamou","GRC","Greece","City","Europe",360.7,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,35.366667,24.75,14363,NA,"Crete"
"Dimos Orchomenoy","GRC","Greece","City","Europe",415.9,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,38.483333,22.983333,11621,NA,""
"Dimos Papagou - Cholargou","GRC","Greece","City","Europe",7.325,"km2",NA,"EUCovenantofMayors2019",1,38.016667,23.766667,44539,2014,"Attica"
"Dimos Pentelis","GRC","Greece","City","Europe",NA,"",NA,"EUCovenantofMayors2019",1,38.0520401,23.83134079,34934,2016,"Attica"
"Dimos Sidikis","GRC","Greece","City","Europe",NA,"",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,41.23333,23.3833,28832,NA,""
"Dion Olympus","GRC","Greece","City","Europe",495.3,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,40.1019181,22.2305313,25872,2011,"Central Macedonia"
"Dionysos","GRC","Greece","City","Europe",69.36,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,38.1,23.86666667,40000,2011,"Attica"
"Dioudoubou","SEN","Senegal","City","Sub-Saharan Africa",NA,"",NA,"CDPCities2018;GlobalCovenantofMayors2019;NAZCA",3,12.7095,-15.4789,7050,2017,""
"Dipignano","ITA","Italy","City","Europe",23.37,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,39.237492,16.253094,4506,NA,"Cosenza"
"Dipolog","PHL","Philippines","City","East Asia and the Pacific",241.13,"km2",NA,"Carbonn2019;GlobalCovenantofMayors2019;NAZCA",3,8.566666667,123.3333333,120460,NA,"Zamboanga del Norte"
"Dire Dawa","ETH","Ethiopia","City","Sub-Saharan Africa",1213,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,9.600875,41.850142,465000,2008,"Dire Dawa"
"Dison","BEL","Belgium","City","Europe",14.01,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,50.611374,5.854735,15259,NA,"Liège"
"Distomo Arahova Antikira","GRC","Greece","City","Europe",NA,"",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,38.4652933,22.3519535,8101,NA,"Central Greece"
"District 2 of Bucharest","ROU","Romania","City","Europe",NA,"",NA,"GlobalCovenantofMayors2019;NAZCA",2,44.451204,26.13389,374647,NA,"Bucharest"
"District 3 of Bucharest","ROU","Romania","City","Europe",NA,"",NA,"GlobalCovenantofMayors2019;NAZCA",2,44.42297,26.168603,468547,NA,"Bucharest"
"District 4 of Bucharest","ROU","Romania","City","Europe",NA,"",NA,"GlobalCovenantofMayors2019;NAZCA",2,44.397223,26.109363,321052,NA,"Bucharest"
"District 6 of Bucharest","ROU","Romania","City","Europe",NA,"",NA,"GlobalCovenantofMayors2019;NAZCA",2,44.426767,26.102538,360000,NA,"Bucharest"
"District of Sassello","ITA","Italy","City","Europe",100.45,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019",2,44.483333,8.483333,1777,NA,"Liguria"
"Divaca","SVN","Slovenia","City","Europe",7.8,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,45.6825252,13.9689688,3814,2002,"Littoral–Inner Carniola"
"Dnipro","UKR","Ukraine","City","Eastern Europe and Central Asia",NA,"",NA,"GlobalCovenantofMayors2019;NAZCA",2,48.46472,35.046183,1002636,2018,"Dnipropetrovsk Oblast"
"Doberdò del Lago","ITA","Italy","City","Europe",27.05,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,45.8411741,13.55383665,1455,NA,"Gorizia"
"Doboj","BIH","Bosnia and Herzegovina","City","Eastern Europe and Central Asia",648,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,44.7329472,18.0875976,69343,2013,"Republika Srpska"
"Dobong-gu","KOR","South Korea","City","East Asia and the Pacific",20.8,"km2",NA,"Carbonn2019",1,37.695,127.0469444,348625,2010,"Seoul Capital Area"
"Dobrich","BGR","Bulgaria","City","Europe",109.018,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,43.5688397,27.8297415,93500,2012,"Oblast Dobrich"
"Dobropillia","UKR","Ukraine","City","Eastern Europe and Central Asia",11.89,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,48.46888889,37.08277778,31196,NA,"Donetsk Oblast"
"Dochia","ROU","Romania","City","Europe",NA,"",NA,"GlobalCovenantofMayors2019;NAZCA",2,46.9,26.55,2900,NA,"Neam<U+021B> County"
"Dogliani - Somano","ITA","Italy","City","Europe",NA,"",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019",2,44.5342319,7.911407,5193,NA,"Piedmont"
"Dogliola","ITA","Italy","City","Europe",11.85,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,41.941835,14.636224,500,NA,"Abruzzo"
"Dokšycy","BLR","Belarus","City","Eastern Europe and Central Asia",NA,"",NA,"GlobalCovenantofMayors2019;NAZCA",2,54.894558,27.760378,26828,NA,"Dokshytsy Raion"
"Dolcè","ITA","Italy","City","Europe",30.95,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,45.6,10.85,2590,NA,"Verona"
"Dolceacqua","ITA","Italy","City","Europe",20.28,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,43.85,7.616666667,2061,NA,"Imperia"
"Dolhesti","ROU","Romania","City","Europe",NA,"",NA,"GlobalCovenantofMayors2019;NAZCA",2,46.874824,27.89621,2800,2002,"Neam<U+021B> County"
"Dolni Chiflik","BGR","Bulgaria","City","Europe",NA,"",NA,"GlobalCovenantofMayors2019;NAZCA",2,42.993758,27.717062,19360,2009,"Varna"
"Dolo","ITA","Italy","City","Europe",24.28,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,45.42694444,12.07527778,15000,NA,"Belluno"
"Dolores","ARG","Argentina","City","Latin America and Caribbean",NA,"",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,-36.29743,-57.69037,32000,NA,"Buenos Aires"
"Dolores","ESP","Spain","City","Europe",NA,"",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,38.1392436,-0.7693179,7237,NA,"Alicante"
"Dolyna","UKR","Ukraine","City","Eastern Europe and Central Asia",NA,"",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,48.97055556,24.01111111,20696,2016,"Ivano-Frankivsk Oblast"
"Domeño","ESP","Spain","City","Europe",68.8,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,39.6600701,-0.6720762,718,2018,"Valencia"
"Domegge di Cadore","ITA","Italy","City","Europe",50.36,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,46.4603762,12.4158245,2645,NA,"Belluno"
"Domodossola","ITA","Italy","City","Europe",36.89,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,46.11666667,8.283333333,18449,NA,"Verbano-Cusio-Ossola"
"Domokos","GRC","Greece","City","Europe",707.95,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,39.128832,22.298448,14793,2011,"Central Greece"
"Domus De Maria","ITA","Italy","City","Europe",97.14,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,38.95,8.866666667,1691,NA,"Sardinia"
"Don Álvaro","ESP","Spain","City","Europe",32,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,38.849435,-6.273445,853,2018,"Badajoz"
"Don Benito","ESP","Spain","City","Europe",5616,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,38.9540777,-5.8619852,36971,2018,"Badajoz"
"Donauwörth","DEU","Germany","City","Europe",77.02,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,48.718583,10.777804,18240,NA,"Bavaria"
"Donceel","BEL","Belgium","City","Europe",23.31,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,50.65,5.316666667,2998,NA,"Liège"
"Donduseni","MDA","Moldova","City","Eastern Europe and Central Asia",NA,"",NA,"GlobalCovenantofMayors2019;NAZCA",2,48.216667,27.583333,7101,2014,"Dondu<U+0219>eni District"
"Dong Ha City","VNM","Viet Nam","City","East Asia and the Pacific",72.56,"km2",NA,"Carbonn2019",1,16.830278,107.097222,90491,NA,"Quant Tri"
"Donji Miholjac","HRV","Croatia","City","Eastern Europe and Central Asia",NA,"",NA,"GlobalCovenantofMayors2019;NAZCA",2,45.762142,18.165138,9468,2011,"Osijek-Baranja County"
"Doral, FL","USA","United States of America","City","North America",35.3,"km2",NA,"Carbonn2019",1,25.80814444,-80.35332222,50213,2010,"Florida"
"Dorgali","ITA","Italy","City","Europe",226.54,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,40.2928022,9.588832,8583,NA,"Nuoro"
"Dorida","GRC","Greece","City","Europe",998.9,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,38.53333333,22.2,15624,2011,"Central Greece"
"Dorio","ITA","Italy","City","Europe",NA,"",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,37.28333333,21.9,333,NA,"Lombardy"
"Dormagen","DEU","Germany","City","Europe",85.4,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,51.0941656,6.8407931,63097,NA,"North Rhine-Westphalia"
"Dorno","ITA","Italy","City","Europe",30.57,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,45.1550851,8.9518816,4695,NA,"Pavia"
"Dortmund","DEU","Germany","City","Europe",280.71,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,51.5142273,7.4652789,580956,NA,"North Rhine-Westphalia"
"Dosolo","ITA","Italy","City","Europe",25.54,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,44.95,10.63333333,3449,NA,"Mantua"
"Dosrius","ESP","Spain","City","Europe",40.7,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,41.594347,2.4063166,5123,2018,"Barcelona Province"
"Dossena","ITA","Italy","City","Europe",19.56,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,45.88333333,9.7,1015,NA,"Bergamo"
"Douala 3","CMR","Cameroon","City","Sub-Saharan Africa",210,"km2",NA,"GlobalCovenantofMayors2019;Carbonn2019;NAZCA",3,4.0284247,9.781923908,2943000,NA,"Littoral"
"Douglas County, KS","USA","United States of America","City","North America",1230,"km2",NA,"WeAreStillIn2019",1,43.38333333,-98.36666667,120793,NA,"Kansas"
"Dovadola","ITA","Italy","City","Europe",38.97,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,44.11666667,11.88333333,1690,NA,"Forlì-Cesena"
"Dover, NH","USA","United States of America","City","North America",14.7370431,"km2",NA,"ClimateMayors",1,43.1141,-70.523,29987,2010,"New Hampshire"
"Dovera","ITA","Italy","City","Europe",20.65,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,45.363687,9.536983,3938,NA,"Cremona"
"Downingtown, PA","USA","United States of America","City","North America",5.6720781,"km2",NA,"ClimateMayors",1,40.011111,-75.705278,7905,2010,"Pennsylvania"
"Doxato","GRC","Greece","City","Europe",243.4,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,41.0932074,24.2308418,14580,2011,"East Macedonia and Thrace"
"Dragasani","ROU","Romania","City","Europe",4457,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,44.66318,24.260871,20497,2002,"Valcea County"
"Draguseni","ROU","Romania","City","Europe",NA,"",NA,"GlobalCovenantofMayors2019;NAZCA",2,45.978613,27.76341,1602,NA,"Ia<U+0219>i County"
"Drama","GRC","Greece","City","Europe",840.1,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,41.15,24.13333333,58944,2011,"East Macedonia and Thrace"
"Drenthe","NLD","Netherlands","Region","Europe",2639,"km2",NA,"CompactofStatesRegions2018;Under2Coalition2019;NAZCA",3,52.9,6.62,492100,2018,"Drenthe"
"Dresano","ITA","Italy","City","Europe",3.48,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,45.3729705,9.3606419,3041,NA,"Lombardy"
"Dresden","DEU","Germany","City","Europe",328.8,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,51.03333333,13.73333333,548800,NA,"Saxony"
"Drienovec","SVK","Slovakia","City","Europe",NA,"",NA,"GlobalCovenantofMayors2019;NAZCA",2,48.607736,20.952132,2152,NA,"Košice"
"Drizzona","ITA","Italy","City","Europe",11.72,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,45.142174,10.350279,542,NA,"Lombardy"
"Drochia","MDA","Moldova","City","Eastern Europe and Central Asia",NA,"",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,48.03333333,27.75,87083,2014,"Drochia District"
"Drohobych","UKR","Ukraine","City","Eastern Europe and Central Asia",41,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,49.35801,23.512319,76702,2016,"Lviv Oblast"
"Dropolis","ALB","Albania","City","Eastern Europe and Central Asia",448.45,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,39.983333,20.233333,3503,NA,"Gjirokastër County"
"Druento","ITA","Italy","City","Europe",27.54,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,45.13333333,7.583333333,8522,NA,"Turin"
"Druogno","ITA","Italy","City","Europe",29.61,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,46.1345371,8.4363445,972,NA,"Verbano-Cusio-Ossola"
"Druzhkivka","UKR","Ukraine","City","Eastern Europe and Central Asia",34,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,48.6216907,37.53226497,59596,2001,"Donetsk"
"Dryden, NY","USA","United States of America","City","North America",NA,"",NA,"WeAreStillIn2019",1,NA,NA,14921,NA,"New York"
"Dubai","ARE","United Arab Emirates","City","Middle East and North Africa",NA,"",NA,"C40Cities2019;GlobalCovenantofMayors2019;NAZCA",3,25.26305556,55.29722222,2993437,2018,"Emirate of Dubai"
"Dubasarii Vechi","MDA","Moldova","City","Eastern Europe and Central Asia",NA,"",NA,"GlobalCovenantofMayors2019;NAZCA",2,47.120406,29.232606,6050,NA,"Criuleni District"
"Dubino","ITA","Italy","City","Europe",13.24,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,46.15,9.45,3549,NA,"Sondrio"
"Dubliany","UKR","Ukraine","City","Eastern Europe and Central Asia",NA,"",NA,"GlobalCovenantofMayors2019;NAZCA",2,49.9002233,24.08659813,10795,2013,"Zhovkva Raion"
"Dublin","IRL","Ireland","City","Europe",318,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,53.35,-6.266666667,506211,2011,"Leinster"
"Dublin, CA","USA","United States of America","City","North America",39.4455477,"km2",NA,"ClimateMayors;CDPCities2018",2,37.702222,-121.935833,59583,2010,"California"
"Dubno","UKR","Ukraine","City","Eastern Europe and Central Asia",27,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,50.39305556,25.735,36700,2017,"Dubno Raion"
"Dubove","UKR","Ukraine","City","Eastern Europe and Central Asia",NA,"",NA,"GlobalCovenantofMayors2019;NAZCA",2,48.19402,23.892798,1454,2016,"Tiachiv Raion"
"Dubuque, IA","USA","United States of America","City","North America",80.8594878,"km2",NA,"WeAreStillIn2019;ClimateMayors;WeAreStillIn2019;GlobalCovenantofMayors2019;CDPCities2018;NAZCA",5,42.5,-90.68333333,58276,2017,"Iowa"
"Dudestii Noi","ROU","Romania","City","Europe",53.96,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,45.837414,21.096789,2779,2008,"Timi<U+0219> County"
"Due Carrare","ITA","Italy","City","Europe",26.56,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,45.28333333,11.83333333,9078,NA,"Padua"
"Duesaigües","ESP","Spain","City","Europe",13.6,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,41.1457974,0.9305023,246,2018,"Tarragona"
"Dueville","ITA","Italy","City","Europe",20.01,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,45.63333333,11.55,14045,NA,"Rome"
"Duffel","BEL","Belgium","City","Europe",22.71,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,51.0957176,4.5061988,16439,NA,"Antwerp Province"
"Duga Resa","HRV","Croatia","City","Eastern Europe and Central Asia",58,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,45.4478171,15.4974791,6601,2011,"Karlovacka Zupanija"
"Dugo Selo","HRV","Croatia","City","Eastern Europe and Central Asia",53.79,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,45.8059038,16.2331277,19260,2001,"Zagreb County"
"Duino-Aurisina","ITA","Italy","City","Europe",45.31,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,45.7785817,13.6584367,8700,NA,"Trieste"
"Duisburg","DEU","Germany","City","Europe",232.82,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,51.434999,6.759562,492870,NA,"North Rhine-Westphalia"
"Duluth, MN","USA","United States of America","City","North America",226.44,"km2",NA,"Carbonn2019;ClimateMayors;WeAreStillIn2019;WeAreStillIn2019",3,46.78694444,-92.09805556,86238,2010,"Minnesota"
"Dumangas","PHL","Philippines","City","East Asia and the Pacific",128.7,"km2",NA,"Carbonn2019",1,10.83333333,122.7166667,69108,NA,"Iloilo"
"Dumbravita","ROU","Romania","City","Europe",NA,"",NA,"GlobalCovenantofMayors2019;NAZCA",2,45.79748,21.239077,2980,2011,"Timi<U+0219> County"
"Dumfries and Galloway","GBR","United Kingdom","City","Europe",NA,"",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,55.083333,-3.8333329,148000,NA,"Scotland"
"Dun Laoghaire Rathdown","IRL","Ireland","City","Europe",127.31,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,53.2567211,-6.204865371,217274,2016,"Leinster"
"Dunaújváros","HUN","Hungary","City","Europe",52.66,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,46.961906,18.935523,45703,2017,"Fejér County"
"Dundee","GBR","United Kingdom","City","Europe",60,"",NA,"GlobalCovenantofMayors2019;NAZCA",2,56.460305,-2.975563,148270,NA,"Scotland"
"Dunedin","NZL","New Zealand","City","East Asia and the Pacific",3314,"km2",NA,"Carbonn2019;GlobalCovenantofMayors2019;NAZCA",3,-45.86666667,170.5,125200,NA,"Otago"
"Dunkerque Grand Littoral","FRA","France","City","Europe",NA,"",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,51.0347708,2.3772525,200317,NA,"Hauts-de-France"
"Dunn, WI","USA","United States of America","City","North America",NA,"",NA,"ClimateMayors",1,42.979722,-89.306667,5270,NA,"Wisconsin"
"Duque de Caxias","BRA","Brazil","City","Latin America and Caribbean",464.573,"km2",NA,"GlobalCovenantofMayors2019;Carbonn2019;NAZCA",3,-22.7896224,-43.3099289,886917,2016,"Rio de Janeiro (State)"
"Duquesne, PA","USA","United States of America","City","North America",NA,"",NA,"ClimateMayors",1,40.3815,-79.8598,5547,NA,"Pennsylvania"
"Durango","ESP","Spain","City","Europe",10.79,"km2",NA,"Carbonn2019;GlobalCovenantofMayors2019;NAZCA",3,43.16888889,-2.63,29031,2018,"Biscay"
"Durban","ZAF","South Africa","City","Sub-Saharan Africa",2291,"km2",NA,"Carbonn2019;C40Cities2019;CDPCities2018;GlobalCovenantofMayors2019;NAZCA",5,-29.88333333,31.05,3765088,2011,"KwaZulu-Natal"
"Durbuy","BEL","Belgium","City","Europe",156.61,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,50.35306,5.45604,11600,NA,"Luxembourg"
"Durham, NC","USA","United States of America","City","North America",280.495917,"km2",NA,"ClimateMayors;WeAreStillIn2019;WeAreStillIn2019;CDPCities2018;NAZCA",4,35.988611,-78.907222,267743,2015,"North Carolina"
"Durham, ON","CAN","Canada","City","North America",3.22,"km2",NA,"CDPCities2018;Carbonn2019;GlobalCovenantofMayors2019;NAZCA",4,43.9368,-78.9288,673070,2017,"Ontario"
"Durham, UK","GBR","United Kingdom","City","Europe",32.115876,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,54.7764152,-1.5758538,505000,2011,"County Durham"
"Duronia","ITA","Italy","City","Europe",22.47,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,41.66666667,14.46666667,465,NA,"Molise"
"Dzierzoniów","POL","Poland","City","Europe",20.07,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,50.72805556,16.65111111,34168,2008,"Lower Silesia"
"E.L.A Marismillas","ESP","Spain","City","Europe",NA,"",NA,"GlobalCovenantofMayors2019;NAZCA",2,36.997236,-6.000445,1600,NA,"Seville"
"EL Grullo, Jalisco","MEX","Mexico","City","Latin America and Caribbean",NA,"",NA,"GlobalCovenantofMayors2019;NAZCA",2,19.795548,-104.177816,24312,NA,"Jalisco"
"Eagle County, CO","USA","United States of America","City","North America",NA,"",NA,"WeAreStillIn2019",1,NA,NA,53605,NA,"Colorado"
"Eagle Nest, NM","USA","United States of America","City","North America",10.877958,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,31.9220429,-107.3433501,290,2010,"New Mexico"
"East Bay Municipal Utility District, CA","USA","United States of America","City","North America",NA,"",NA,"WeAreStillIn2019",1,NA,NA,NA,NA,"California"
"East Brunswick, NJ","USA","United States of America","City","North America",56.20019301,"km2",NA,"ClimateMayors",1,40.426247,-74.418244,48630,2010,"New Jersey"
"East Kalimantan","IDN","Indonesia","Region","East Asia and the Pacific",129066.64,"km2",NA,"Under2Coalition2019;NAZCA",2,1.05,116.3166667,3508012,2018,"East Kalimantan"
"East Lansing, MI","USA","United States of America","City","North America",34.7835657,"km2",NA,"WeAreStillIn2019;ClimateMayors;WeAreStillIn2019;Carbonn2019",3,42.73472222,-84.48055556,48579,2010,"Michigan"
"Eastern Mani","GRC","Greece","City","Europe",619.3,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,36.616667,22.5,13005,2016,"Peloponnese"
"Easton, MD","USA","United States of America","City","North America",27.64,"km2",NA,"Carbonn2019",1,39.72277778,-94.63972222,16598,2010,"Missouri"
"Easton, PA","USA","United States of America","City","North America",11.0333574,"km2",NA,"GlobalCovenantofMayors2019;CDPCities2018;WeAreStillIn2019;NAZCA",4,40.6916081,-75.2099865,26915,2010,"Pennsylvania"
"Eau Claire, WI","USA","United States of America","City","North America",89.9244528,"km2",NA,"GlobalCovenantofMayors2019;Carbonn2019;NAZCA",3,44.812561,-91.49942,68578,2010,"Wisconsin"
"Eboli","ITA","Italy","City","Europe",137.58,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,40.6175146,15.0569438,46612,NA,"Salerno"
"Ebolowa","CMR","Cameroon","City","Sub-Saharan Africa",5600,"",NA,"Carbonn2019",1,2.916666667,11.15,120000,NA,"South Region"
"Ecaussinnes","BEL","Belgium","City","Europe",34.77,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,50.5606,4.1724,10922,NA,"Hainaut"
