name,iso,entity_type,country,area,initiatives_committed,num_commit,lat,lng,population,population_year,state,admin_1,region
Olèrdola,ESP,City,Spain,30.2,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,41.32142165,1.723446335,3601,2018,Catalonia,Alt Penedès,Europe
Oleshky,UKR,City,Ukraine,15.7,GlobalCovenantofMayors2019;NAZCA,2,46.61993,32.707267,24838,2015,Kherson Oblast,Oleshky Raion,Eastern Europe and Central Asia
Olevano Romano,ITA,City,Italy,26.16,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,41.860621,13.03309,6881,NA,Rome,,Europe
Olexandrivka,UKR,City,Ukraine,NA,GlobalCovenantofMayors2019;NAZCA,2,49.34538,29.042817,2596,NA,Voznesenk,,Eastern Europe and Central Asia
Olgiate Comasco,ITA,City,Italy,10.96,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.78333333,8.966666667,10829,NA,Como,,Europe
Olgiate Molgora,ITA,City,Italy,7.09,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,45.730279,9.403347,6311,NA,Lecco,,Europe
Olginate,ITA,City,Italy,8,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,45.792681,9.415546,7093,NA,Lecco,,Europe
Olímpia,BRA,City,Brazil,802.6,CDPCities2018,1,-20.7371,-48.9111,51092,2014,São Paulo State,São José do Rio Preto,Latin America and Caribbean
Olius,ESP,City,Spain,54.8,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,41.9772,1.55768,905,2018,Catalonia,Solsonès,Europe
Olivares,ESP,City,Spain,29,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,37.4167096,-6.1564285,9563,2018,Seville,NA,Europe
Olivenza,ESP,City,Spain,430.1,GlobalCovenantofMayors2019;NAZCA,2,38.682644,-7.102666,12008,2018,Badajoz,,Europe
Oliveto Lario,ITA,City,Italy,15.7,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,45.92924725,9.285912005,1211,NA,Lombardy,Lecco,Europe
Oliveto Lucano,ITA,City,Italy,31.19,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,40.53333333,16.18333333,485,NA,Matera,,Europe
Ollolai,ITA,City,Italy,27.24,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,40.16666667,9.183333333,1395,NA,Sardinia,Nuoro,Europe
Olmedo,ITA,City,Italy,33.47,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,40.65,8.383333333,3937,NA,Sassari,,Europe
Olmeneta,ITA,City,Italy,9.15,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,45.235873,10.02227,968,NA,Lombardy,Cremona,Europe
Olne,BEL,City,Belgium,15.99,GlobalCovenantofMayors2019;NAZCA,2,50.5901199,5.7479948,3938,NA,Liège,Verviers,Europe
Olocau,ESP,City,Spain,37.4,GlobalCovenantofMayors2019;NAZCA,2,39.7006763,-0.5312059,1670,2018,Valencia,Camp de Túria,Europe
Olost,ESP,City,Spain,29,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,41.9852931,2.0941621,1217,2018,Girona,Osona,Europe
Olot,ESP,City,Spain,29,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,42.1822177,2.4890211,33725,2018,Girona,Garrotxa,Europe
Oltenita,ROU,City,Romania,NA,GlobalCovenantofMayors2019;NAZCA,2,44.085466,26.637483,31434,2011,Calara<U+0219>i County,Calara<U+0219>i,Europe
Oltre Il Colle,ITA,City,Italy,32.89,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,45.889487,9.769252,1071,NA,Bergamo,,Europe
Oltressenda Alta,ITA,City,Italy,17.33,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.91666667,9.933333333,188,NA,Lombardy,Bergamo,Europe
"Olympia, WA",USA,City,United States of America,52.0329,ClimateMayors;Carbonn2019;GlobalCovenantofMayors2019;NAZCA,4,47.0425,-122.893056,51020,2010,Washington,"Thurston County, WA",North America
Olzai,ITA,City,Italy,69.82,GlobalCovenantofMayors2019;NAZCA,2,40.180937,9.1480340000000009,929,NA,Nuoro,,Europe
Ome,ITA,City,Italy,NA,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,45.627283,10.121365,3238,NA,Lombardy,Brescia,Europe
Omegna,ITA,City,Italy,30.37,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,45.879774,8.408022,15991,NA,Verbano-Cusio-Ossola,,Europe
Omelnyk,UKR,City,Ukraine,NA,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,48.863411,33.347279,2126,NA,Zaporizhia Oblast,Kremenchuk,Eastern Europe and Central Asia
Onanì,ITA,City,Italy,71.97,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,40.48333333,9.433333333,421,NA,Sardinia,Nuoro,Europe
Oñati,ESP,City,Spain,100.31,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,43.0328523,-2.4137148,10896,2018,Biscay,Debagoiena,Europe
Onda,ESP,City,Spain,108.42,GlobalCovenantofMayors2019;NAZCA,2,39.96513,-0.262595,22000,2018,Castellónón,Plana Baixa,Europe
Ondangwa,NAM,City,Namibia,NA,GlobalCovenantofMayors2019;NAZCA,2,-17.9107046,15.9763198,22822,2011,Oshana Region,,Sub-Saharan Africa
Ondara,ESP,City,Spain,3.6,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,43.32194444,-2.419444444,6632,2018,Biscay,,Europe
Ondo,NGA,Region,Nigeria,15500,Carbonn2019,1,7.166666667,5.083333333,358430,NA,NA,,Sub-Saharan Africa
Oneta,ITA,City,Italy,18.66,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.86666667,9.816666667,714,NA,Bergamo,,Europe
Oniferi,ITA,City,Italy,35.67,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,40.26666667,9.166666667,925,NA,Sardinia,Nuoro,Europe
Onil,ESP,City,Spain,NA,GlobalCovenantofMayors2019;NAZCA,2,38.6295723,-0.6738416,7565,NA,Valencia,,Europe
Onore,ITA,City,Italy,11.78,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.88333333,10.01666667,861,NA,Bergamo,,Europe
Ontario,CAN,Region,Canada,917741,Under2Coalition2019;NAZCA,2,50,-85,13982984,2015,NA,,North America
Ontinar De Salz,ESP,City,Spain,NA,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,41.935663,-0.757389,795,NA,Aragon,,Europe
Ontinyent,ESP,City,Spain,125.43,GlobalCovenantofMayors2019;NAZCA,2,38.8213908,-0.609622,35621,2018,Valencia,Vall d'Albaida,Europe
Oostende,BEL,City,Belgium,37.72,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,51.23333333,2.916666667,68931,NA,West Flanders,Ostend,Europe
Opatija,HRV,City,Croatia,NA,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,45.332782,14.3029538,12719,2011,Primorje-Gorski Kotar County,Primorje-Gorski Kotar,Eastern Europe and Central Asia
Opcina Matulji,HRV,City,Croatia,NA,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.4224861,13.945183,11246,NA,Primorje-Gorski Kotar County,Primorje-Gorski Kotar,Eastern Europe and Central Asia
Opcina Nuštar,HRV,City,Croatia,NA,GlobalCovenantofMayors2019;NAZCA,2,45.3232646,18.7345894,5793,NA,Vukovar-Srijem County County,Nuštar,Eastern Europe and Central Asia
Opcina Stari Jankovci,HRV,City,Croatia,NA,GlobalCovenantofMayors2019;NAZCA,2,45.2600715,18.9109011,4405,NA,NA,Stari Jankovci,Eastern Europe and Central Asia
Opglabbeek,BEL,City,Belgium,24.98,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,51.05,5.583333333,10053,NA,Limburg,Hasselt,Europe
Opi,ITA,City,Italy,NA,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,41,13,469,NA,Abruzzo,,Europe
Oppido Lucano,ITA,City,Italy,54.88,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,40.76666667,15.98333333,3891,NA,Potenza,,Europe
Oppido Mamertina,ITA,City,Italy,58.88,GlobalCovenantofMayors2019;NAZCA,2,38.2935931,15.9841395,5406,NA,Calabria,Reggio Calabria,Europe
Oprtalj,HRV,City,Croatia,60.95,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,45.3814109,13.8235026,981,2011,Istria County,Istria,Eastern Europe and Central Asia
Opwijk,BEL,City,Belgium,19.69,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,50.9690529,4.1896665,13974,NA,Flemish Brabant,Halle-Vilvoorde,Europe
Oradea,ROU,City,Romania,115.56,GlobalCovenantofMayors2019;NAZCA,2,47.046501,21.918944,204477,2011,Bihor County,Bihor,Europe
Orahovica,HRV,City,Croatia,NA,GlobalCovenantofMayors2019;NAZCA,2,45.5290348,17.8808754,5304,2011,Virovitica-Podravina,,Eastern Europe and Central Asia
Oraiokastro,GRC,City,Greece,217.86,GlobalCovenantofMayors2019;NAZCA,2,40.727789,22.920521,38317,2011,Central Macedonia,Thessaloniki,Europe
Oran,DZA,Region,Algeria,2114,Carbonn2019,1,35.69694444,-0.633055556,1584607,NA,NA,,Middle East and North Africa
"Orange County, CA",USA,City,United States of America,2069.402,GlobalCovenantofMayors2019;NAZCA,2,33.66666667,-117.7833333,3010232,2010,California,NA,North America
Orasul Sannicolau Mare,ROU,City,Romania,136.77,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,46.072222,20.629444,11540,NA,Timis County,,Europe
Oratino,ITA,City,Italy,17.89,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,41.5847646,14.587502,1618,NA,Molise,Campobasso,Europe
Orba,ESP,City,Spain,22.21,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,38.7803753,-0.0638797,2216,NA,Alacante,Marina Alta,Europe
Orbassano,ITA,City,Italy,22.21,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,45.0072629,7.5369192,22345,NA,Piedmont,Turin,Europe
Orbetello,ITA,City,Italy,226.8,GlobalCovenantofMayors2019;NAZCA,2,42.439647,11.212408,15246,NA,Grosseto,,Europe
Orcajo,ESP,City,Spain,28,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,41.110044,-1.4897813,43,2018,Zaragoza,NA,Europe
Orce,ESP,City,Spain,324,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,37.71666667,-2.466666667,1370,2018,Granada,NA,Europe
Orcera,ESP,City,Spain,126,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,38.3180223,-2.6610524,2070,2018,Jaén,NA,Europe
Ordis,ESP,City,Spain,8.6,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,42.2185591,2.9072143,372,2018,Catalonia,Alt Empordà,Europe
Ordona,ITA,City,Italy,39.57,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,41.31666667,15.63333333,2673,NA,Apulia,Foggia,Europe
Orebro,SWE,City,Sweden,1620,Carbonn2019;EUCovenantofMayors2019;GlobalCovenantofMayors2019;CDPCities2018;NAZCA,5,59.27388889,15.2075,140000,2018,Närke,NA,Europe
Oregon,USA,Region,United States of America,NA,Under2Coalition2019;ClimateAlliance2019;CompactofStatesRegions2018;WeAreStillIn2019;NAZCA,5,44,-120.5,4029000,2018,NA,,North America
Orés,ESP,City,Spain,54.5,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,42.2791261,-0.9997217,103,2018,Aragon,Cinco Villas,Europe
Orestiada,GRC,City,Greece,340.7,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,41.5036382,26.528601,37695,2011,East Macedonia and Thrace,Evros,Europe
Organyà,ESP,City,Spain,12.5,GlobalCovenantofMayors2019;NAZCA,2,42.211946,1.327806,801,2018,Lleida,Alt Urgell,Europe
Orgères,FRA,City,France,NA,GlobalCovenantofMayors2019;NAZCA,2,47.99561,-1.66754,181,NA,Île-de-France,Janzé,Europe
Orgiano,ITA,City,Italy,18.08,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.35,11.46666667,3084,NA,Venice,Vicenza,Europe
Órgiva,ESP,City,Spain,134,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,36.8972198,-3.422404,5574,2018,Granada,Alpujarra Granadina,Europe
Orgosolo,ITA,City,Italy,222.6,GlobalCovenantofMayors2019;NAZCA,2,40.204758,9.354936,4229,NA,Nuoro,,Europe
Orhei,MDA,City,Moldova,8.5,GlobalCovenantofMayors2019;NAZCA,2,47.38604,28.830308,116296,2014,Orhei District,NA,Eastern Europe and Central Asia
Oria,ESP,City,Spain,235,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,37.48385885,-2.292269954,2488,NA,Gipuzkoa,Almería,Europe
Oria,ITA,City,Italy,83.67,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,40.499341,17.63888,15430,NA,Brindisi,,Europe
Oricola,ITA,City,Italy,18.36,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,42.049225,13.039387,1182,NA,Abruzzo,L'Aquila,Europe
Oriental Region,MAR,Region,Morocco,82820,Carbonn2019,1,33.4199,-2.145,2314346,NA,NA,,Middle East and North Africa
Orihuela,ESP,City,Spain,365.44,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,38.08555556,-0.946944444,83417,2018,Alicante,Vega Baja del Segura,Europe
Orino,ITA,City,Italy,3.8,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.8816338,8.7151033000000009,866,NA,Varese,,Europe
Oriolo,ITA,City,Italy,85.6,GlobalCovenantofMayors2019;NAZCA,2,40.053809,16.446088,2556,NA,Cosenza,,Europe
Oriolo Romano,ITA,City,Italy,19.31,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,42.1581273,12.1379647,3821,NA,Viterbo,,Europe
Oris,ESP,City,Spain,84.57,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,39.9,8.583333333,301,NA,Barcelona Province,,Europe
Oristà,ESP,City,Spain,68.5,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,41.9332375,2.05625,548,2018,Catalonia,Osona,Europe
Oristano,ITA,City,Italy,84.57,EUCovenantofMayors2019;GlobalCovenantofMayors2019;CDPCities2018;NAZCA,4,39.9,8.583333333,32015,NA,NA,,Europe
Orizaba,MEX,City,Mexico,NA,GlobalCovenantofMayors2019;Carbonn2019;NAZCA,3,18.84931,-97.10562,120844,NA,Veracruz,,Latin America and Caribbean
"Orlando, FL",USA,City,United States of America,1690.3,WeAreStillIn2019;GlobalCovenantofMayors2019;Under2Coalition2019;ClimateMayors;WeAreStillIn2019;NAZCA,5,28.54,-81.38,269193,2010,Florida,"Orange County, FL",North America
Orléans,FRA,City,France,27.48,Carbonn2019,1,47.9025,1.908888889,114286,NA,Centre-Val de Loire,NA,Europe
Orléans Métropole,FRA,City,France,334.3,GlobalCovenantofMayors2019;NAZCA,2,47.90296,1.909251,280000,2014,Centre-Val de Loire,Orléans,Europe
Orlovka,KGZ,City,Kyrgyz Republic,NA,GlobalCovenantofMayors2019;NAZCA,2,42.5461677,71.9507088,4800,2009,Kemin District,,Eastern Europe and Central Asia
Ormea,ITA,City,Italy,124.5,GlobalCovenantofMayors2019;NAZCA,2,44.148287,7.910492,1695,NA,Cuneo,,Europe
Ormelle,ITA,City,Italy,18.83,GlobalCovenantofMayors2019;NAZCA,2,45.7792589,12.4204515,4500,NA,Treviso,,Europe
Ornago,ITA,City,Italy,10.71,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.93333333,12.41666667,4836,NA,Monza Brianza,,Europe
Ornavasso,ITA,City,Italy,25.92,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.96666667,8.4,3419,NA,Verbano-Cusio-Ossola,,Europe
Ornica,ITA,City,Italy,15.1,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.98333333,9.583333333,178,NA,Bergamo,,Europe
Ornontowice,POL,City,Poland,NA,GlobalCovenantofMayors2019;NAZCA,2,50.1855977,18.7593319,6000,NA,Silesia,NA,Europe
Oro Verde,ARG,City,Argentina,NA,GlobalCovenantofMayors2019;NAZCA,2,-31.82575,-60.51667,4333,NA,Entre Rios,Entre Ríos,Latin America and Caribbean
Orroli,ITA,City,Italy,75.6,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,39.7,9.25,2357,NA,Sardinia,South Sardinia,Europe
Orsenigo,ITA,City,Italy,4.46,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.78333333,9.183333333,2746,NA,Como,,Europe
Orsha,BLR,City,Belarus,38.9,GlobalCovenantofMayors2019;NAZCA,2,54.5119008,30.4254486,158290,2009,Vitebsk Region,Orsha Raion,Eastern Europe and Central Asia
Orsogna,ITA,City,Italy,25.45,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,42.218939,14.279112,4050,NA,Chieti Province,Chieti,Europe
Orsomarso,ITA,City,Italy,90.41,GlobalCovenantofMayors2019;NAZCA,2,39.8001724,15.9095285,1298,NA,Cosenza,,Europe
Ortanova,ITA,City,Italy,105.24,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,41.3292151,15.6932215,17767,NA,Apulia,Foggia,Europe
Orte,ITA,City,Italy,69.56,GlobalCovenantofMayors2019;NAZCA,2,42.457441,12.386984,7781,NA,Viterbo,,Europe
Ortisoara,ROU,City,Romania,145.63,GlobalCovenantofMayors2019;NAZCA,2,45.96666667,21.2,4080,2002,Timi<U+0219> County,Timi<U+0219>,Europe
Ortona,ITA,City,Italy,70.88,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,42.349643,14.403913,22694,NA,Chieti Province,Chieti,Europe
Ortonovo,ITA,City,Italy,NA,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,44.0891829,10.0540728,8348,NA,La Spezia,,Europe
Ortucchio,ITA,City,Italy,39,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,41.955028,13.645802,1859,NA,Province of L'Aquila,L'Aquila,Europe
Orune,ITA,City,Italy,128.45,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,40.41666667,9.366666667,2509,NA,Nuoro,,Europe
Orvieto,ITA,City,Italy,281.27,GlobalCovenantofMayors2019;NAZCA,2,42.718507,12.110745,21130,NA,Terni,,Europe
Orxeta,ESP,City,Spain,NA,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,38.5631971,-0.2622953,875,NA,Valencia,,Europe
Oryahovo,BGR,City,Bulgaria,NA,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,43.73333333,23.96666667,11522,NA,Vratsa,,Europe
Orzinuovi,ITA,City,Italy,47.87,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.40333333,9.925,12408,NA,Brescia,,Europe
Orzivecchi,ITA,City,Italy,9.94,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,45.4206595,9.9617289,2286,NA,Brescia,,Europe
Osaka Prefecture,JPN,Region,Japan,1898,Carbonn2019,1,34,135,8864228,NA,NA,,East Asia and the Pacific
Osan City,KOR,City,South Korea,42.76,Carbonn2019,1,37.1498096,127.0772,193892,NA,Gyeonggi-do,Sudogwon,East Asia and the Pacific
Osasco,BRA,City,Brazil,64.935,CDPCities2018,1,46.7919,23.5328,696850,2018,São Paulo State,,Latin America and Caribbean
Oschiri,ITA,City,Italy,215.5,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,40.719766,9.101024,3376,NA,Sassari,,Europe
Osera De Ebro,ESP,City,Spain,24,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,41.53333333,-0.583333333,462,2018,Aragon,Zaragoza,Europe
Osh,KGZ,City,Kyrgyz Republic,182.5,GlobalCovenantofMayors2019;NAZCA,2,40.513998,72.816098,255400,2017,Osh Region,,Eastern Europe and Central Asia
Osidda,ITA,City,Italy,25.68,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,40.523863,9.219329,260,NA,Sardinia,Nuoro,Europe
Osijek,HRV,City,Croatia,169,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.55753056,18.67958889,107784,2011,Osijek-Baranja County,Osijek-Baranja,Eastern Europe and Central Asia
Osilo,ITA,City,Italy,98.03,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,40.73333333,8.666666667,3228,NA,Sassari,,Europe
Osimo,ITA,City,Italy,106.74,GlobalCovenantofMayors2019;NAZCA,2,43.4861359,13.4824068,35000,NA,Ancona,,Europe
Osio Sopra,ITA,City,Italy,5.18,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.63333333,9.583333333,5139,NA,Bergamo,,Europe
Osio Sotto,ITA,City,Italy,7.59,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.61666667,9.6,11081,NA,Bergamo,,Europe
Oskarshamn,SWE,City,Sweden,13.1,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,57.2632811,16.4443478,26160,2010,Småland,NA,Europe
Oslo,NOR,City,Norway,454.08,CDPCities2018;Carbonn2019;GlobalCovenantofMayors2019;EUCovenantofMayors2019;C40Cities2019;NAZCA,6,59.9139,10.7522,673469,2017,Ostlandet,NA,Europe
Osmate,ITA,City,Italy,3.52,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.78333333,8.666666667,764,NA,Varese,,Europe
Osnago,ITA,City,Italy,4.49,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,45.675678,9.391148,4872,NA,Lecco,,Europe
Osor,ESP,City,Spain,89.16,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,42.41138889,-4.361388889,408,2018,Catalonia,,Europe
Ospedaletto,ITA,City,Italy,5.45,GlobalCovenantofMayors2019;NAZCA,2,46.034992,11.568181,842,NA,Imperia,Trentino,Europe
Ospedaletto Euganeo,ITA,City,Italy,21.48,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.23333333,11.61666667,5856,NA,Padua,,Europe
Ospitaletto,ITA,City,Italy,9.29,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.55,10.08333333,14496,NA,Brescia,,Europe
Ossana,ITA,City,Italy,25.25,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,46.3064533,10.7377007,841,NA,Trento,Trentino,Europe
Ossi,ITA,City,Italy,8.287968,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,41.16527778,-73.85666667,5974,2010,Sassari,,Europe
Ossimo,ITA,City,Italy,14.86,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.94694444,10.23138889,1442,NA,Lombardy,Brescia,Europe
"Ossining, NY",USA,City,United States of America,30.30288,ClimateMayors,1,41.165278,-73.856667,25360,2010,New York State,"Westchester County, NY",North America
Ossona,ITA,City,Italy,5.98,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.5,8.9,4061,NA,Lombardy,Milan,Europe
Ossuccio,ITA,City,Italy,8.34,GlobalCovenantofMayors2019;NAZCA,2,45.9716573,9.1796245,1008,NA,Lombardy,Como,Europe
Ostana,ITA,City,Italy,14.09,GlobalCovenantofMayors2019;NAZCA,2,44.691978,7.188606,83,NA,Cuneo,,Europe
Östersund,SWE,City,Sweden,2501.08,Carbonn2019;GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,4,63.17916667,14.63583333,59000,2017,Jämtland,Krokom,Europe
Østfold,NOR,Region,Norway,3887,CompactofStatesRegions2018,1,11.3279,59.2558,295421,2018,NA,,Europe
Ostiglia,ITA,City,Italy,28.17,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,44.28333333,8.2,7221,NA,Mantua,,Europe
Ostra Vetere,ITA,City,Italy,30.02,GlobalCovenantofMayors2019;NAZCA,2,43.603387,13.061587,3517,NA,Ancona,,Europe
Ostrava,CZE,City,Czech Republic,214.23,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,49.8349139,18.2820084,290616,NA,Moravian-Silesian,NA,Europe
Ostuni,ITA,City,Italy,225.56,GlobalCovenantofMayors2019;NAZCA,2,40.729523,17.577998,32316,NA,Brindisi,,Europe
Osuna,ESP,City,Spain,592.49,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,37.23333333,-5.1,17800,2018,Seville,,Europe
Ota City,JPN,City,Japan,59,Carbonn2019,1,35.56125556,139.71605,676458,NA,Tokyo Metropolis,Tokyo,East Asia and the Pacific
Otelu Rosu,ROU,City,Romania,63.82,GlobalCovenantofMayors2019;NAZCA,2,45.5198288,22.3577418,12961,2002,Cara<U+0219>-Severin County,Cara<U+0219>-Severin,Europe
Othon P. Blanco,MEX,City,Mexico,18760,Carbonn2019,1,18.5,-88.3,244553,2010,Quintana Roo,,Latin America and Caribbean
Otocac,HRV,City,Croatia,565,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,44.869931,15.2333658,10411,2011,Lika-Senj,,Eastern Europe and Central Asia
Otos,ESP,City,Spain,NA,GlobalCovenantofMayors2019;NAZCA,2,38.8537863,-0.4442569,455,NA,Valencia,,Europe
Otsu City,JPN,City,Japan,464,Carbonn2019;GlobalCovenantofMayors2019;NAZCA,3,35.01666667,135.85,342394,2017,Shiga Prefecture,,East Asia and the Pacific
Ottana,ITA,City,Italy,45.07,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,40.23333333,9.033333333,2422,NA,Sardinia,Nuoro,Europe
Ottaviano,ITA,City,Italy,20.02,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,40.8747221,14.49691693,24186,NA,Naples,,Europe
"Ottawa, ON",CAN,City,Canada,520.82,CDPCities2018;GlobalCovenantofMayors2019;NAZCA,3,45.4215,-75.6972,979173,NA,Ontario,National Capital Region,North America
Ottone,ITA,City,Italy,NA,GlobalCovenantofMayors2019;NAZCA,2,44.624086,9.331504,730,NA,Piacenza,,Europe
Otura,ESP,City,Spain,24.34,GlobalCovenantofMayors2019;NAZCA,2,43.2552382,-5.8811132,6598,NA,Lecce,,Europe
Oud-Heverlee,BEL,City,Belgium,31.15,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,50.83333333,4.666666667,10986,NA,Flemish Brabant,Leuven,Europe
Oud-Turnhout,BEL,City,Belgium,38.8,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,51.31666667,4.983333333,12905,NA,Antwerp Province,Turnhout,Europe
Oudenaarde,BEL,City,Belgium,68.06,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,50.85,3.6,30788,NA,East Flanders,NA,Europe
Ouessè,BEN,City,Benin,3107.988,GlobalCovenantofMayors2019;NAZCA,2,8.49107,2.42588,142017,2013,Collines Department,Benin,Sub-Saharan Africa
