name,iso,entity_type,country,area,initiatives_committed,num_commit,lat,lng,population,population_year,state,admin_1,region
Floresta,ITA,City,Italy,NA,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,37,14,542,NA,Sicily,,Europe
Gangdong-gu,KOR,City,South Korea,24.58,Carbonn2019,1,37.53083333,127.1205556,481332,2010,Seoul Capital Area,South Korea,East Asia and the Pacific
"Halifax, NS",CAN,City,Canada,234.72,GlobalCovenantofMayors2019;NAZCA,2,44.6491198,-63.5751339,297943,2016,Nova Scotia,,North America
KwaDukuza,ZAF,City,South Africa,735,Carbonn2019;GlobalCovenantofMayors2019;NAZCA,3,-29.33333333,31.29166667,238587,2011,KwaZulu-Natal,NA,Sub-Saharan Africa
Lagos,NGA,City,Nigeria,907,C40Cities2019;GlobalCovenantofMayors2019;CDPCities2018;NAZCA,4,6.455,3.384166667,24821418,2017,NA,,Sub-Saharan Africa
Lons-le-Saunier,FRA,City,France,NA,GlobalCovenantofMayors2019;NAZCA,2,46.67136,5.550796,17143,NA,Bourgogne-Franche-Comté,NA,Europe
Madrid,ESP,City,Spain,NA,GlobalCovenantofMayors2019;Carbonn2019;EUCovenantofMayors2019;C40Cities2019;NAZCA,5,40.4167047,-3.7035824,3165883,2016,NA,of Madrid,Europe
Magdalena del Mar,PER,City,Peru,3.61,Carbonn2019;CDPCities2018;NAZCA,3,-12.1,-77.08333333,59497,2017,Lima,,Latin America and Caribbean
Miasto i Gmina Sztum,POL,City,Poland,NA,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,53.9198663,19.0305384,17999,NA,Pomerania,,Europe
Michuhol-gu,KOR,City,South Korea,25,Carbonn2019,1,37.46,126.65,426307,NA,Incheon,Seoul National Capital Area,East Asia and the Pacific
Monasterolo del Castello,ITA,City,Italy,8.75,GlobalCovenantofMayors2019;NAZCA,2,45.763097,9.931685,1023,NA,Bergamo,,Europe
Peterborough,GBR,City,United Kingdom,NA,GlobalCovenantofMayors2019;NAZCA,2,52.569498,-0.24053,163300,NA,Cambridgeshire,,Europe
Rio de Janeiro,BRA,City,Brazil,1221,CDPCities2018;Carbonn2019;GlobalCovenantofMayors2019;C40Cities2019;NAZCA,5,-22.9054,-43.5614,6520266,2017,Rio de Janeiro (State),Brazil,Latin America and Caribbean
Rocchetta a Volturno,ITA,City,Italy,23.34,GlobalCovenantofMayors2019;NAZCA,2,41.628873,14.071095,1077,NA,Isernia,,Europe
San Antonio de Areco,ARG,City,Argentina,NA,GlobalCovenantofMayors2019;Carbonn2019;NAZCA,3,-34.25971,-59.45391,23138,NA,Buenos Aires,,Latin America and Caribbean
San Bartolomeo in Galdo,ITA,City,Italy,82.67,GlobalCovenantofMayors2019;NAZCA,2,41.411643,15.014293,5293,NA,Benevento,,Europe
San Jose del Monte,PHL,City,Philippines,105.53,GlobalCovenantofMayors2019;NAZCA,2,14.8110432,121.0491569,454553,NA,Bulacan,Lgu Of San Jose Del Monte,East Asia and the Pacific
San Martín de los Andes,ARG,City,Argentina,140,GlobalCovenantofMayors2019;Carbonn2019;NAZCA,3,-40.15623,-71.34893,28554,2011,Neuquén,,Latin America and Caribbean
San Pedro de Urabá,COL,City,Colombia,NA,CDPCities2018,1,8.283333333,-76.38333333,31280,0,Antioquia Department,Urabá,Latin America and Caribbean
San Rafael de Heredia,CRI,City,Costa Rica,NA,GlobalCovenantofMayors2019;Carbonn2019;NAZCA,3,10.014472,-84.098646,45965,2008,Heredia,Heredia Canton,Latin America and Caribbean
Santa Ana,SLV,City,El Salvador,400,Carbonn2019,1,13.98333333,-89.53333333,274830,2007,NA,El Salvador,Latin America and Caribbean
Santiago de Cali,COL,City,Colombia,564,Carbonn2019;CDPCities2018,2,3.420555556,-76.52222222,2394925,2012,Valle del Cauca,Colombia,Latin America and Caribbean
Santiago de Surco,PER,City,Peru,34.75,CDPCities2018;Carbonn2019;GlobalCovenantofMayors2019;NAZCA,4,-12.1453,-77.0051,506879,2016,Lima,,Latin America and Caribbean
São José dos Campos,BRA,City,Brazil,1099.77,CDPCities2018;GlobalCovenantofMayors2019;Carbonn2019;NAZCA,4,-23.1848,-45.8783,703219,2017,São Paulo State,Vale do Paraíba e Litoral Norte,Latin America and Caribbean
Tangará da Serra,BRA,City,Brazil,NA,GlobalCovenantofMayors2019;CDPCities2018;NAZCA,3,-14.63007,-57.50534,101764,2018,Mato Grosso,MidWest Mato-Grossense,Latin America and Caribbean
Vale de Cambra,PRT,City,Portugal,147.33,GlobalCovenantofMayors2019;NAZCA,2,40.84296,-8.395617,24761,2011,Centro,Aveiro,Europe
Washington D.C.,USA,City,United States of America,158.1189,ClimateMayors;WeAreStillIn2019;WeAreStillIn2019;CDPCities2018;ClimateAlliance2019;GlobalCovenantofMayors2019;C40Cities2019;NAZCA,7,38.90472,-77.01639,693972,2017,NA,United States,North America
BCP Council,GBR,City,United Kingdom,NA,WWF’s One Planet City Challenge 2019;ICLEI - Local Governments for Sustainability;WWF;GCoMCDP2020;CDPCities2018-2019;CDPCities2019,6,NA,NA,463400,NA,,,Europe
JuníN,ARG,City,Argentina,NA,Race to Zero;NAZCA2020,2,-34.583333,-60.95,85420,NA,,,Latin America and Caribbean
A BAÑA,ESP,City,Spain,98.63,NA,NA,42.967,-8.767000000000001,3505,2018,A Coruña,A Coruña,NA
A Cañiza,ESP,City,Spain,108.1,NA,NA,42.21278,-8.27444,5173,2018,Pontevedra,Pontevedra,NA
A Mezquita,ESP,City,Spain,104.3,NA,NA,42.011390000000006,-7.04528,1039,2018,Ourense,Ourense,NA
A Peroxa,ESP,City,Spain,54.5,NA,NA,42.43889,-7.79333,1871,2018,Ourense,Ourense,NA
A PONTENOVA,ESP,City,Spain,82.16,NA,NA,43.3617,-7.1083,646,2018,Asturias,Asturias,NA
A RÚA,ESP,City,Spain,35.9,NA,NA,42.4,-7.1,4359,2018,Ourense,Ourense,NA
Abbasanta,ITA,City,Italy,39.85,NA,NA,40.117,8.817,2719,NA,Oristano,Oristano,NA
"Abington, MA",USA,City,United States of America,9.9,NA,NA,42.10472,-70.94583,15985,2010,Massachusetts,Plymouth,NA
Ablitas,ESP,City,Spain,7748,NA,NA,41.967,-1.633,2483,2018,NA,Navarre,NA
Aci Sant'Antonio,ITA,City,Italy,14.3,NA,NA,37.6,15.117,18054,NA,NA,Catania,NA
Acquanegra sul Chiese,ITA,City,Italy,28.3,NA,NA,45.167,10.433,2931,2017,Mantua,Mantua,NA
Adana,TUR,City,Turkey,1945,NA,NA,37,35.321329999999996,1768860,2019,Adana,Adana,NA
Affligem,BEL,City,Belgium,17.7,NA,NA,50.9,4.1,13225,NA,Flemish Brabant,Halle-Vilvoorde,NA
Aggregazione BERNEZZO,ITA,City,Italy,25.9,NA,NA,44.383,7.433,4123,2017,Cuneo,Cuneo,NA
Aggregazione MARENE,ITA,City,Italy,29,NA,NA,44.667,7.733,3248,NA,Province of Cuneo,Province of Cuneo,NA
Aggregazione Monta' - Corneliano d'Alba,ITA,City,Italy,10.3,NA,NA,44.733000000000004,7.95,1979,2004,Province of Cuneo,Province of Cuneo,NA
Aggregazione Sommariva del Bosco,ITA,City,Italy,35.6,NA,NA,44.766999999999996,7.7829999999999995,6305,NA,Province of Sommariva del Bosco,Province of Sommariva del Bosco,NA
Agios Ioannis Rentis,GRC,City,Greece,NA,NA,NA,37.967,23.666999999999998,16050,2011,NA,Nikaia-Agios Ioannis Rentis,NA
Aguilar de Segarra,ESP,City,Spain,43.3,NA,NA,41.74100000000001,1.632,277,2018,Barcelona,Barcelona,NA
Agüimes,ESP,City,Spain,79.28,NA,NA,27.9,-15.45,31152,2018,Las Palmas,Gran Canaria,NA
Aidomaggiore,ITA,City,Italy,41.21,NA,NA,40.167,8.85,450,NA,Oristano,Oristano,NA
Aiello del Sabato,ITA,City,Italy,10.87,NA,NA,40.883,14.817,4018,2017,Avellino,Avellino,NA
Ajuntament d'Espinelves,ESP,City,Spain,17.4,NA,NA,41.871109999999994,2.4180599999999997,206,2018,Girona,Girona,NA
AJUNTAMENT DE PORTBOU,ESP,City,Spain,9.2,NA,NA,42.42694,3.16111,1077,2018,Girona,Girona,NA
Ajuntament de Sant Agustí de Lluçanès,ESP,City,Spain,13.2,NA,NA,42.086940000000006,2.12833,87,2018,Barcelona,Barcelona,NA
Ajuntament de Santa Maria d'Oló,ESP,City,Spain,66.2,NA,NA,41.875,2.03611,1024,2018,Barcelona,Barcelona,NA
Ajuntament de Torrelavit,ESP,City,Spain,23.6,NA,NA,41.44944,1.73,1430,2018,Barcelona,Barcelona,NA
Ajuntament de Vilobí del Penedès,ESP,City,Spain,9.3,NA,NA,41.39056,1.6625,1106,2018,Barcelona,Barcelona,NA
Aka,HUN,City,Hungary,18.1,NA,NA,47.40207,18.07163,243,2015,Komárom-Esztergom,Komárom-Esztergom,NA
Al-Mafraq,JOR,City,Jordan,14,NA,NA,32.339939,36.205166,580000,2017,NA,Mafraq Governorate,NA
Al-Ram,PSE,City,Palestine,3289,NA,NA,31.853609999999996,35.23333,25595,2006,Jerusalem,Jerusalem,NA
Ala,ITA,City,Italy,119,NA,NA,45.75833,11.005560000000001,8897,2017,Trentino,Trentino,NA
Alajeró,ESP,City,Spain,49.43,NA,NA,28.05,-17.21667,2006,2018,Santa Cruz de Tenerife,La Gomera,NA
Alajuela,CRI,City,Costa Rica,44.62,NA,NA,9.933,-84.083,342188,2018,San José,San José,NA
Alano di Piave,ITA,City,Italy,36.4,NA,NA,45.9,11.917,2886,2004,Province of Belluno,Province of Belluno,NA
Alaró,ESP,City,Spain,45.72,NA,NA,39.70667,2.79083,5494,2018,Balearic Islands,Inca,NA
Albalat de la Ribera,ESP,City,Spain,14.29,NA,NA,39.20139,-0.38666999999999996,3329,2018,Valencia,Sueca,NA
Albano di Lucania,ITA,City,Italy,55.87,NA,NA,40.583,16.033,1420,2017,Potenza,Potenza,NA
Albano Sant'Alessandro,ITA,City,Italy,5.28,NA,NA,45.683,9.75,8100,2011,Province of Bergamo,Province of Bergamo,NA
Albaredo d'Adige,ITA,City,Italy,28.2,NA,NA,45.317,11.267000000000001,5138,2004,Province of Verona,Province of Verona,NA
Albiano,ITA,City,Italy,9,NA,NA,46.15,11.2,1448,2001,Trentino,Trentino,NA
Albánchez de Mágina,ESP,City,Spain,38.83,NA,NA,37.79167,-3.45,1027,2018,Jaén,Albanchez de Mágina,NA
Alcalá de Guadaíra,ESP,City,Spain,284.61,NA,NA,37.33333,-5.85,75256,2018,Sevilla,Sevilla,NA
Alcalá de los Gazules,ESP,City,Spain,479.59,NA,NA,36.467,-5.7170000000000005,5242,2018,Cádiz,Cádiz,NA
Alcalá del Valle,ESP,City,Spain,46.89,NA,NA,36.9,-5.167000000000001,5123,2018,Cádiz,Cádiz,NA
Alcalá la Real,ESP,City,Spain,262,NA,NA,37.45,-3.917,21758,2018,Jaén,Jaén,NA
Alcara li Fusi,ITA,City,Italy,62.3,NA,NA,38.016999999999996,14.7,1913,2017,NA,Messina,NA
Alcocer de Planes,ESP,City,Spain,4.39,NA,NA,38.79444,-0.4025,229,2018,Alicante,Alicante,NA
Alcolea del Río,ESP,City,Spain,50.02,NA,NA,37.617,-5.667000000000001,3387,2018,NA,Andalusia,NA
Alcàntera de Xúquer,ESP,City,Spain,3.3,NA,NA,39.06944,-0.56,1297,2018,Valencia,Alzira,NA
ALCÁNTARA,ESP,City,Spain,552,NA,NA,39.72222,-6.88972,1480,2018,Cáceres,Cáceres,NA
Alcázar de San Juan,ESP,City,Spain,666.78,NA,NA,39.405559999999994,-3.2055599999999997,30686,2018,Ciudad Real,Ciudad Real,NA
Alessandria della Rocca,ITA,City,Italy,62.24,NA,NA,37.567,13.45,2906,2017,Agrigento,Agrigento,NA
ALFOZ,ESP,City,Spain,43,NA,NA,41.65,-3.5,2007,2018,Burgos,Burgos,NA
Alfândega da Fé,PRT,City,Portugal,NA,NA,NA,41.35556,-6.945,5104,2011,Norte,Bragança,NA
ALGUAIRE,ESP,City,Spain,50.1,NA,NA,41.738609999999994,0.5855600000000001,2937,2018,Lleida,Lleida,NA
Alhama de Aragón,ESP,City,Spain,31,NA,NA,41.3,-1.9,1036,2018,Zaragoza,Alhama de Aragón,NA
Alhama de Granada,ESP,City,Spain,433.5,NA,NA,37,-3.983,5980,2018,Granada,Granada,NA
Alhama de Murcia,ESP,City,Spain,311.55,NA,NA,37.85139,-1.42639,21657,2018,Murcia,Totana,NA
Alhaurin el Grande,ESP,City,Spain,73.1,NA,NA,36.63306,-4.68306,24123,2018,Málaga,Málaga,NA
Alhaurín de la Torre,ESP,City,Spain,83,NA,NA,36.667,-4.55,39911,2018,Málaga,Málaga,NA
Alins,ESP,City,Spain,183.2,NA,NA,42.55056,1.31972,290,2018,Lleida,Lleida,NA
Alleghe,ITA,City,Italy,29,NA,NA,46.407347200000004,12.0253222,1408,2004,Province of Belluno,Province of Belluno,NA
Almadén de la Plata,ESP,City,Spain,256.02,NA,NA,37.867,-6.067,1379,2018,NA,Andalusia,NA
ALMATRET,ESP,City,Spain,56.8,NA,NA,41.3075,0.425,314,2018,Lleida,Lleida,NA
ALMENARA,ESP,City,Spain,37.72,NA,NA,39.783,-2.8,345,2018,Cuenca,Puebla de Almenara,NA
Almonaster la Real,ESP,City,Spain,322,NA,NA,37.873329999999996,-6.786110000000001,1837,2018,Huelva,Almonaster la Real,NA
Almásfüzito,HUN,City,Hungary,8.19,NA,NA,47.7287,18.25539,2047,2015,Komárom-Esztergom,Komárom-Esztergom,NA
Almásfüzitő,HUN,City,Hungary,8.19,NA,NA,47.7287,18.25539,2047,2015,Komárom-Esztergom,Komárom-Esztergom,NA
Alsómocsolád,HUN,City,Hungary,5,NA,NA,46.317,18.25,283,2015,Baranya,Baranya,NA
Alter do Chão,PRT,City,Portugal,362.07,NA,NA,39.183,-7.65,3562,2011,Alentejo,Portalegre,NA
ALTIDONA,ITA,City,Italy,12.97,NA,NA,43.117,13.8,3410,2017,Fermo,Fermo,NA
Alto Reno Terme,ITA,City,Italy,73.64,NA,NA,44.16028,10.97333,7003,2015,NA,Bologna,NA
Alàs i Cerc,ESP,City,Spain,57.7,NA,NA,42.353609999999996,1.5091700000000001,342,2018,Lleida,Lleida,NA
Alì,ITA,City,Italy,6.2,NA,NA,38,15.417,2570,2014,NA,Messina,NA
Amarante,PRT,City,Portugal,301.33,NA,NA,41.266999999999996,-8.067,56264,2011,Norte,Porto,NA
Ames,ESP,City,Spain,80.55,NA,NA,42.9,-8.633,31278,2018,A Coruña,A Coruña,NA
Améscoa Baja,ESP,City,Spain,30.2,NA,NA,42.77417,-2.13278,730,2018,NA,Navarra,NA
Améscoa Baja / Ameskoabarrena,ESP,City,Spain,30.2,NA,NA,42.77417,-2.13278,730,2018,NA,Navarra,NA
Anapolis,BRA,City,Brazil,918.375,NA,NA,-16.33389,-48.95194,391772,2020,Goiás,Goiás,NA
Andosilla,ESP,City,Spain,51.51,NA,NA,42.38306,-1.66667,2715,2018,Navarre,Navarre,NA
Anglesola,ESP,City,Spain,23.5,NA,NA,41.65,1.083,1328,2018,Lleida,Lleida,NA
Angra dos Reis,BRA,City,Brazil,816.3,NA,NA,-23.00667,-44.318059999999996,207044,2020,Rio de Janeiro,Rio de Janeiro,NA
Anhée,BEL,City,Belgium,65.67,NA,NA,50.317,4.883,7117,NA,Namur,Dinant,NA
Annone di Brianza,ITA,City,Italy,5.8,NA,NA,45.783,9.333,2302,NA,Lecco,Lecco,NA
Ano Liosia,GRC,City,Greece,NA,NA,NA,38.083,23.7,33565,2011,NA,Fyli,NA
Ansoain,ESP,City,Spain,2,NA,NA,42.83556,-1.6394400000000002,10739,2018,Navarre,Navarre,NA
Antananarivo,MDG,City,Madagascar,85.01,NA,NA,-18.933,47.516999999999996,1275207,2018,Analamanga,Analamanga,NA
Antas de Almería,ESP,City,Spain,8,NA,NA,37.183,-1.817,8838,2018,NA,Almería,NA
Anversa degli Abruzzi,ITA,City,Italy,31.69,NA,NA,41.99472,13.804720000000001,342,2017,L'Aquila,L'Aquila,NA
Anzegem,BEL,City,Belgium,41.79,NA,NA,50.833,3.467,14609,NA,West Flanders,Kortrijk,NA
Anzola dell'Emilia,ITA,City,Italy,36.6,NA,NA,44.54722,11.19556,12260,2017,NA,Bologna,NA
Aosta,ITA,City,Italy,21.37,NA,NA,45.733000000000004,7.317,34800,2013,NA,Aosta Valley,NA
Apodaca,MEX,City,Mexico,183.5,NA,NA,25.783,-100.18299999999999,523370,2010,Nuevo León,Nuevo León,NA
Appignano Del Tronto,ITA,City,Italy,23.19,NA,NA,42.9,13.667,1788,2017,Ascoli Piceno,Ascoli Piceno,NA
Arafo,ESP,City,Spain,33.92,NA,NA,28.34,-16.419439999999998,5562,2018,Santa Cruz de Tenerife,Tenerife,NA
Aras,ESP,City,Spain,76,NA,NA,39.92556,-1.13361,374,2018,Valencia,Llíria,NA
ARBECA,ESP,City,Spain,58.3,NA,NA,41.541000000000004,0.924,2162,2018,Lleida,Lleida,NA
Arborea,ITA,City,Italy,115,NA,NA,39.766999999999996,8.583,3900,2017,Oristano,Oristano,NA
Arce / Artzibar,ESP,City,Spain,27.7,NA,NA,43.30722,-2.385,5354,2018,Gipuzkoa,Gipuzkoa,NA
Arcevia,ITA,City,Italy,126.25,NA,NA,43.5,12.933,4518,NA,Ancona,Ancona,NA
Arcos de la Frontera,ESP,City,Spain,527.54,NA,NA,36.75,-5.8,30741,2018,Cádiz,Arcos de la Frontera,NA
Arcos de Valdevez,PRT,City,Portugal,447.6,NA,NA,41.84722,-8.418610000000001,22847,2011,Norte,Viana do Castelo,NA
AREA PIAVE 1,ITA,City,Italy,78.73,NA,NA,45.633,12.567,41856,2017,NA,Venice,NA
Arenas de San Pedro,ESP,City,Spain,194.85,NA,NA,40.208890000000004,-5.09111,6454,2018,Ávila,Arenas de San Pedro,NA
Arenas del Rey,ESP,City,Spain,116,NA,NA,36.95778,-3.89972,1178,2018,Granada,Granada,NA
Arenys de Mar,ESP,City,Spain,6.8,NA,NA,41.58194,2.55028,15533,2018,Barcelona,Barcelona,NA
Arenys de Munt,ESP,City,Spain,21.3,NA,NA,41.61,2.54,8838,2018,Barcelona,Barcelona,NA
Argelato,ITA,City,Italy,35,NA,NA,44.575829999999996,11.34861,9823,2017,NA,Bologna,NA
Argyroupoli,GRC,City,Greece,NA,NA,NA,37.9,23.75,34097,2011,NA,Ano and Kato Argyroupoli,NA
ARIANO NEL POLESINE,ITA,City,Italy,80.63,NA,NA,44.95,12.117,4267,2017,Rovigo,Rovigo,NA
Arico,ESP,City,Spain,178.76,NA,NA,28.166999999999998,-16.467,7831,2018,Santa Cruz de Tenerife,Tenerife,NA
Armuña de Almanzora,ESP,City,Spain,8,NA,NA,37.35,-2.4,321,2018,Almería,Almería,NA
Arnoia,ESP,City,Spain,20.69,NA,NA,42.25028,-8.13306,995,2018,Ourense,Ourense,NA
Arpaia,ITA,City,Italy,5.2,NA,NA,41.033,14.55,1994,2020,Benevento,Benevento,NA
Arpino,ITA,City,Italy,55,NA,NA,41.64778,13.609720000000001,7150,2017,Frosinone,Frosinone,NA
Arrondissement de Dinant,BEL,City,Belgium,99.8,NA,NA,50.266999999999996,4.917,13544,NA,Namur,Dinant,NA
Arrondissement de Namur,BEL,City,Belgium,175.69,NA,NA,50.467,4.867,110939,NA,Namur,Namur,NA
Arrondissement de Philippeville,BEL,City,Belgium,156.71,NA,NA,50.2,4.55,9228,NA,Namur,Philippeville,NA
Arroyo de la Luz,ESP,City,Spain,12,NA,NA,39.4840333,-6.584577799999999,5851,2018,Cáceres,Arroyo de la Luz,NA
Arroyo de San Serván,ESP,City,Spain,50.1,NA,NA,38.85306,-6.45528,4126,2018,Badajoz,Badajoz,NA
Arroyo del Ojanco,ESP,City,Spain,57.31,NA,NA,38.32,-2.89,2323,2018,Jaén,Arroyo del Ojanco,NA
Arroyomolinos de León,ESP,City,Spain,87,NA,NA,38.016999999999996,-6.417000000000001,965,2018,NA,Huelva,NA
Arruda dos Vinhos,PRT,City,Portugal,77.96,NA,NA,38.983000000000004,-9.067,13391,2011,Centro,Lisbon,NA
Arsiero,ITA,City,Italy,41.4,NA,NA,45.8,11.35,3138,2017,Vicenza,Vicenza,NA
Arteixo,ESP,City,Spain,93.76,NA,NA,43.30444,-8.511389999999999,31917,2018,A Coruña,A Coruña,NA
Artenara,ESP,City,Spain,66.7,NA,NA,28.017,-15.65,1090,2018,Las Palmas,Gran Canaria,NA
Artesa de Lleida,ESP,City,Spain,23.9,NA,NA,41.55389,0.70306,1538,2018,Lleida,Lleida,NA
Artesa de Segre,ESP,City,Spain,175.9,NA,NA,41.897220000000004,1.0488899999999999,3447,2018,Lleida,Lleida,NA
As Pontes,ESP,City,Spain,249.4,NA,NA,43.45,-7.832999999999999,10237,2018,A Coruña,A Coruña,NA
Ascha,DEU,City,Germany,19.54,NA,NA,49,12.633,1646,NA,Bavaria,Straubing-Bogen,NA
Asipovicy,BLR,City,Belarus,NA,NA,NA,53.293330000000005,28.475559999999998,32543,2009,Mogilev,Mogilev,NA
Asipovičy,BLR,City,Belarus,NA,NA,NA,53.293330000000005,28.475559999999998,32543,2009,Mogilev,Mogilev,NA
Asker,NOR,City,Norway,101,NA,NA,59.835280000000004,10.435,61906,2019,Akershus,Asker,NA
Assen,NLD,City,Netherlands,83.45,NA,NA,53,6.567,67963,2019,Drenthe,Drenthe,NA
Assenede,BEL,City,Belgium,87.22,NA,NA,51.233000000000004,3.75,14200,NA,East Flanders,Eeklo,NA
Astros,GRC,City,Greece,NA,NA,NA,37.404423,22.723029999999998,2285,2011,NA,North Kynouria,NA
Ate,PER,City,Peru,2672.3,NA,NA,-12.05,-77.033,9674800,2020,Lima,Lima,NA
Ath,BEL,City,Belgium,126.95,NA,NA,50.617,3.767,29164,NA,Hainaut,Ath,NA
Auronzo di Cadore,ITA,City,Italy,220.5,NA,NA,46.55,12.433,3316,2017,Belluno,Belluno,NA
Avelgem,BEL,City,Belgium,21.75,NA,NA,50.766999999999996,3.4330000000000003,10065,NA,West Flanders,Kortrijk,NA
Avetrana,ITA,City,Italy,73.23,NA,NA,40.35,17.733,6670,2017,Taranto,Taranto,NA
Avinyonet de Puigventós,ESP,City,Spain,12.3,NA,NA,42.251000000000005,2.9160000000000004,1604,2018,Girona,Girona,NA
Avlona,GRC,City,Greece,NA,NA,NA,38.25,23.7,5895,2011,NA,Oropos,NA
AY-CHAMPAGNE,FRA,City,France,10.43,NA,NA,49.0561,4.004,3777,2017,Grand Est,Aÿ-Champagne,NA
Aywaille,BEL,City,Belgium,79.97,NA,NA,50.467,5.667000000000001,12405,NA,Liège,Liège,NA
Azuqueca de Henares,ESP,City,Spain,19.68,NA,NA,40.56472,-3.2680599999999997,34685,2018,Guadalajara,Azuqueca de Henares,NA
Bacau County for CoM,ROU,City,Romania,77.4,NA,NA,46.9275,26.370829999999998,85055,2011,Neamț,Neamț,NA
Badia del Vallès,ESP,City,Spain,0.9,NA,NA,41.51056,2.11694,13417,2018,NA,NA,NA
Baghdati,GEO,City,Georgia,NA,NA,NA,42.070599,42.823961,3707,2014,Imereti,Baghdati,NA
Bagnara di Romagna,ITA,City,Italy,9.96,NA,NA,44.383,11.833,2423,NA,Ravenna,Ravenna,NA
Bagno di Romagna,ITA,City,Italy,233.1,NA,NA,43.833,11.967,6187,2009,Forlì-Cesena,Forlì-Cesena,NA
Bagnoli di Sopra,ITA,City,Italy,34.9,NA,NA,45.183,11.883,3837,2004,Province of Padua,Province of Padua,NA
Bagnolo del Salento,ITA,City,Italy,6.74,NA,NA,40.15,18.35,1814,2017,Lecce,Lecce,NA
Bagnolo in Piano,ITA,City,Italy,26.7,NA,NA,44.766999999999996,10.683,9788,2016,Reggio Emilia,Reggio Emilia,NA
Baia e Latina,ITA,City,Italy,24.5,NA,NA,41.3,14.25,2158,2017,Caserta,Caserta,NA
Baj,HUN,City,Hungary,21.13,NA,NA,47.6495,18.3615,2870,2012,Komárom-Esztergom,Komárom-Esztergom,NA
Bajót,HUN,City,Hungary,16.44,NA,NA,47.7272,18.5558,1557,2012,Komárom-Esztergom,Komárom-Esztergom,NA
Bakhmut,UKR,City,Ukraine,41.6,NA,NA,48.591390000000004,38.08056,73212,2020,NA,Donetsk Oblast,NA
Bakonybánk,HUN,City,Hungary,15.07,NA,NA,47.46548,17.90243,522,2004,Komárom-Esztergom,Komárom-Esztergom,NA
Bakonykúti,HUN,City,Hungary,12.46,NA,NA,47.24544,18.197570000000002,106,2001,Fejér,Fejér,NA
Bakonynána,HUN,City,Hungary,14.93,NA,NA,47.27988,17.971120000000003,1062,2001,Veszprém,Veszprém,NA
Bakonyoszlop,HUN,City,Hungary,14.2,NA,NA,47.344359999999995,17.92578,545,2004,Veszprém,Község,NA
Bakonyszentkirály,HUN,City,Hungary,27.9,NA,NA,47.36562,17.88008,826,2011,Veszprém,Veszprém,NA
Bakonyszombathely,HUN,City,Hungary,36.53,NA,NA,47.47208,17.960179999999998,1528,2004,Komárom-Esztergom,Komárom-Esztergom,NA
Bakonysárkány,HUN,City,Hungary,14.13,NA,NA,47.44852,18.09916,977,2004,Komárom-Esztergom,Komárom-Esztergom,NA
Balcarce,ARG,City,Argentina,NA,NA,NA,-37.817,-58.25,44064,2010,Buenos Aires,Buenos Aires,NA
Balikesir,TUR,City,Turkey,1453.97,NA,NA,39.633,27.883000000000003,1228620,2019,Balıkesir Province,Balıkesir Province,NA
Balinka,HUN,City,Hungary,18.62,NA,NA,47.313,18.192,889,2017,Fejér,Fejér,NA
Bana,HUN,City,Hungary,25.13,NA,NA,47.64986,17.92117,1752,2004,Komárom-Esztergom,Komárom-Esztergom,NA
Bande,ESP,City,Spain,99,NA,NA,42.030559999999994,-7.975280000000001,1591,2018,Ourense,Ourense,NA
Banyalbufar,ESP,City,Spain,7.1,NA,NA,39.68778,2.51667,503,2018,Balearic Islands,Majorca,NA
Banyeres del Penedès,ESP,City,Spain,12.2,NA,NA,41.281940000000006,1.5822200000000002,3128,2018,Tarragona,Tarragona,NA
Banyuwangi,IDN,City,Indonesia,31.96,NA,NA,-8.2186,114.3669,103.74,NA,East Java,East Java,NA
Baranavicy,BLR,City,Belarus,53.64,NA,NA,53.133,26.017,179000,2019,NA,Baranovichy District,NA
Baranavičy,BLR,City,Belarus,53.64,NA,NA,53.133,26.017,179000,2019,NA,Baranovichy District,NA
Barbarin,ESP,City,Spain,NA,NA,NA,42.515,-2.37222,4156,2018,NA,Spain,NA
Barbera del Valles,ESP,City,Spain,8.3,NA,NA,41.51639,2.1244400000000003,32839,2018,Barcelona,Barcelona,NA
Barberà de la Conca,ESP,City,Spain,26.6,NA,NA,41.411,1.2278,476,2018,Tarragona,Tarragona,NA
Barcellona Pozzo di Gotto,ITA,City,Italy,58.89,NA,NA,38.15,15.217,41544,2016,NA,Messina,NA
BARCO DE ÁVILA,ESP,City,Spain,12.68,NA,NA,40.35972,-5.52361,2368,2018,Ávila,Ávila,NA
Barge,ITA,City,Italy,82.3,NA,NA,44.733000000000004,7.317,7694,2017,Cuneo,Cuneo,NA
Bari sardo,ITA,City,Italy,37.5,NA,NA,39.85,9.65,3977,2017,Nuoro,Nuoro,NA
Barrali,ITA,City,Italy,11.5,NA,NA,39.467,9.1,1122,NA,South Sardinia,South Sardinia,NA
BARRO,ESP,City,Spain,91,NA,NA,38.617,-6.5,1504,2018,Badajoz,Badajoz,NA
Baselga di Piné,ITA,City,Italy,40.8,NA,NA,46.133,11.232999999999999,5045,2017,Trentino,Trentino,NA
Bassano del Grappa,ITA,City,Italy,46,NA,NA,45.766999999999996,11.732999999999999,43412,2018,Vicenza,Vicenza,NA
